Topic,Subtopic1,Subtopic2,Subtopic3,Subtopic4,SeeAlso,MPEPLink
"Rules, Patent Code of Federal Regulations",37 CFR:,1.162 Reproduced,,,,1604; 1605; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.163 Reproduced,,,,1603; 1605; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.164 Reproduced,,,,1605; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.165 Reproduced,,,,1606; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.166 Reproduced,,,,1607; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.167 Reproduced,,,,1609; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.171 Reproduced,,,,1410; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.172 Reproduced,,,,1410.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.172 pre-AIA Reproduced,,,,1410.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.173 Reproduced,,,,1410; 1411; 1413; 1453; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.175 Reproduced,,,,1410.01; 1414.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.175 pre-AIA Reproduced,,,,1414.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.176 Reproduced,,,,1440; 1450; 2686.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.177 Reproduced,,,,1451; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.178 Reproduced,,,,1416; 1418; 1442.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.181 Reproduced,,,,711.03(c); 1002; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.182 Reproduced,,,,1002; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.183 Reproduced,,,,1002; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.197 Reproduced,,,,1214.06; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.198 Reproduced,,,,1214.07; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.211 pre-AIA Reproduced,,,,1120; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.211 Reproduced,,,,1120; 1126; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.213 Reproduced,,,,1122; 1123; 1124; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.215 pre-AIA Reproduced,,,,1121; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.215 Reproduced,,,,1121; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.217 Reproduced,,,,1132; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.219 Reproduced,,,,1129; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.221 Reproduced,,,,1130; 1133; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.248 Reproduced,,,,1901; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.251 Reproduced,,,,508.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.290 Reproduced,,,,1134.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.291 Reproduced,,,,1901; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.297 pre-AIA Reproduced,,,,1111; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.301 Reproduced,,,,1216; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.302 Reproduced,,,,1216.01; 2683; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.303 Reproduced,,,,1216; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.304 Reproduced,,,,1216; 2683; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.311 Reproduced,,,,1303; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.312 Reproduced,,,,714.16; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.313 Reproduced,,,,1308; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.314 Reproduced,,,,1306.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.321 Reproduced,,,,1490; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.321 pre-AIA Reproduced,,,,1490; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.322 Reproduced,,,,1480; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.323 Reproduced,,,,1481; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.324 Reproduced,,,,1481.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.324 pre-AIA Reproduced,,,,1481.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.335 Reproduced,,,,311; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.362 Reproduced,,,,2504; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.363 Reproduced,,,,2540; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.366 Reproduced,,,,2515; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.377 Reproduced,,,,2580; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.378 Reproduced,,,,2590; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.413 Reproduced,,,,1840; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.414 Reproduced,,,,1893.01(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.416 Reproduced,,,,1862; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.422 Reproduced,,,,1806; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.431 Reproduced,,,,1810; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.432 Reproduced,,,,1821; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.434 Reproduced,,,,1821; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.435 Reproduced,,,,1823; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.436 Reproduced,,,,1824; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.437 Reproduced,,,,1825; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.438 Reproduced,,,,1826; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.446 Reproduced,,,,1827.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.451 Reproduced,,,,213.06; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.455 Reproduced,,,,402.09; 1807; 1808; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.475 Reproduced,,,,1850; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.477 Reproduced,,,,1850; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.480 Reproduced,,,,1864; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.481 Reproduced,,,,1867; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.484 Reproduced,,,,1878; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.485 Reproduced,,,,1864.01; 1878.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.488 Reproduced,,,,1875; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.489 Reproduced,,,,1875.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.491 Reproduced,,,,1893.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.495 Reproduced,,,,709; 1893.01(a)(1); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.496 Reproduced,,,,1893.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.497 Reproduced,,,,1893.01(e); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.499 Reproduced,,,,1893.03(d); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.501 Reproduced,,,,2202; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.502 Reproduced,,,,2202; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.510 Reproduced,,,,2210; 2212; 2213; 2214; 2215; 2227; 2266.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.515 Reproduced,,,,2240; 2248; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.520 Reproduced,,,,2239; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.525 Reproduced,,,,2246; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.530 Reproduced,,,,2234; 2249; 2250; 2250.01; 2250.02; 2666.01; 2666.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.535 Reproduced,,,,2251; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.540 Reproduced,,,,2252; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.550 Reproduced,,,,2254; 2265; 2266; 2266.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.552 Reproduced,,,,2258; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.555 Reproduced,,,,2280; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.560 Reproduced,,,,2281; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.565 Reproduced,,,,2282; 2283; 2284; 2285; 2286; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.570 Reproduced,,,,2288; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.601 Reproduced,,,,2803; 2803.01; 2808; 2812.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.605 Reproduced,,,,2809; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.610 Reproduced,,,,2810; 2811; 2811.02; 2812.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.615 Reproduced,,,,2807; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.620 Reproduced,,,,2813; 2813.01; 2814; 2815; 2816; 2819; 2820; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.625 Reproduced,,,,2258; 2818; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.701 Reproduced,,,,2720; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.702 Reproduced,,,,2730; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.703 Reproduced,,,,2730; 2731; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.704 Reproduced,,,,2730; 2732; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.705 Reproduced,,,,2730; 2733; 2734; 2736; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.710 Reproduced,,,,2751; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.720 Reproduced,,,,2751; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.730 Reproduced,,,,2752; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.740 Reproduced,,,,2753; 2754; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.741 Reproduced,,,,2754; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.750 Reproduced,,,,2755; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.760 Reproduced,,,,2755.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.765 Reproduced,,,,2762; 2763; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.770 Reproduced,,,,2764; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.780 Reproduced,,,,2759; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.785 Reproduced,,,,2761; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.790 Reproduced,,,,2755.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.791 Reproduced,,,,2755.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.801 Reproduced,,,,2402; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.802 Reproduced,,,,2404; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.803 Reproduced,,,,2405; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.804 Reproduced,,,,2406; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.805 Reproduced,,,,2407; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.806 Reproduced,,,,2408; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.807 Reproduced,,,,2409; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.808 Reproduced,,,,2410; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.809 Reproduced,,,,2411; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.821 Reproduced,,,,2422; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.822 Reproduced,,,,2423; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.823 Reproduced,,,,2424; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.824 Reproduced,,,,2425; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.825 Reproduced,,,,2426; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.902 Reproduced,,,,2202; 2602; 2625; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.903 Reproduced,,,,2666.06; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.906 Reproduced,,,,2658; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.907 Reproduced,,,,2612; 2686.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.915 Reproduced,,,,2613; 2666.06; 
"Rules, Patent Code of Federal Regulations",37 CFR:,"1.923 In effect for a request filed prior to September 16, 2011Reproduced",,,,2640; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.923 Reproduced,,,,2640; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.925 Reproduced,,,,2640; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.927 pre-AIA Reproduced,,,,2640; 2648; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.927 Reproduced,,,,2640; 2648; 
"Rules, Patent Code of Federal Regulations",37 CFR:,"1.931 In effect for a request filed prior to September 16,2011 Reproduced",,,,2646; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.931 Reproduced,,,,2646; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.933 Reproduced,,,,2684; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.935 Reproduced,,,,2660; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.937 Reproduced,,,,2654; 2686.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.939 Reproduced,,,,2625; 2667; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.941 Reproduced,,,,2666.01; 2666.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.945 Reproduced,,,,2666; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.947 Reproduced,,,,2666.05; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.948 Reproduced,,,,2666.05; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.949 Reproduced,,,,2671.01; 2671.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.951 Reproduced,,,,2672; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.953 Reproduced,,,,2673.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.955 Reproduced,,,,2685; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.956 Reproduced,,,,2665; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.957 Reproduced,,,,2666.10; 2666.20; 2666.30; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.959 Reproduced,,,,2674; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.981 Reproduced,,,,2682; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.985 Reproduced,,,,2686; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.987 Reproduced,,,,2686.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.989 Reproduced,,,,2686.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.991 Reproduced,,,,2686.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.993 Reproduced,,,,2686.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.995 Reproduced,,,,2686.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.997 Reproduced,,,,2686.03; 2688; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1061 Reproduced,,,,1501; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1002 Reproduced,,,,2905.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1011 Reproduced,,,,2905.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1012 Reproduced,,,,2905.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1021 Reproduced,,,,2909; 2920.04(c); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1022 Reproduced,,,,2909.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1023 Reproduced,,,,2908; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1025 Reproduced,,,,2920.04(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1026 Reproduced,,,,2909.02; 2920.04(b); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1031 Reproduced,,,,2910; 2950; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1041 Reproduced,,,,2911; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1042 Reproduced,,,,2912; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1045 Reproduced,,,,2905.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1051 Reproduced,,,,2913; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1052 Reproduced,,,,2914; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1062 Reproduced,,,,2920.05; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1063 Reproduced,,,,2920.05; 2920.05(a); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1065 Reproduced,,,,2930; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1066 Reproduced,,,,2920.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1067 Reproduced,,,,2920.04(a); 2920.04(c); 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1068 Reproduced,,,,2940; 
"Rules, Patent Code of Federal Regulations",37 CFR:,1.1071 Reproduced,,,,2950; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.1 Reproduced,,,,301; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.11 Reproduced,,,,302; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.21 Reproduced,,,,302.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.24 Reproduced,,,,302.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.26 Reproduced,,,,302.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.27 Reproduced,,,,302.08; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.28 Reproduced,,,,302.07; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.31 Reproduced,,,,302.07; 302.10; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.34 Reproduced,,,,323.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.41 Reproduced,,,,302.06; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.51 Reproduced,,,,317.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.54 Reproduced,,,,317.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.56 Reproduced,,,,317.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.58 Reproduced,,,,302; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.61 Reproduced,,,,302.04; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.71 pre-AIA Reproduced,,,,324; 402.07; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.71 Reproduced,,,,325; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.73 pre-AIA Reproduced,,,,324; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.73 Reproduced,,,,325; 
"Rules, Patent Code of Federal Regulations",37 CFR:,3.81 Reproduced,,,,307; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.1 Reproduced,,,,120; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.2 Reproduced,,,,120; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.3 Reproduced,,,,120; 2306; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.4 Reproduced,,,,120; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.5 Reproduced,,,,120; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.11 Reproduced,,,,140; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.12 Reproduced,,,,140; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.13 Reproduced,,,,140; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.14 Reproduced,,,,140; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.15 Reproduced,,,,140; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.18 Reproduced,,,,140; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.19 Reproduced,,,,140; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.20 Reproduced,,,,140; 
"Rules, Patent Code of Federal Regulations",37 CFR:,5.25 Reproduced,,,,140; 
"Rules, Patent Code of Federal Regulations",37 CFR:,11.9 Reproduced,,,,402.01; 402.09; 
"Rules, Patent Code of Federal Regulations",37 CFR:,11.10 Reproduced,,,,1702; 
"Rules, Patent Code of Federal Regulations",37 CFR:,11.18 Reproduced,,,,402.03; 410; 509.03; 2203; 
"Rules, Patent Code of Federal Regulations",37 CFR:,11.116 Reproduced,,,,402.06; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.2 Reproduced,,,,2301.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.6 Reproduced,,,,1213.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.11 Reproduced,,,,2307.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.31 Reproduced,,,,1204; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.33 Reproduced,,,,1206; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.37 Reproduced,,,,1205; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.39 Reproduced,,,,1207; 2275; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.41 Reproduced,,,,1208; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.43 Reproduced,,,,1207.05; 1208; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.50 Reproduced,,,,1207.05; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.52 Reproduced,,,,1214.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.54 Reproduced,,,,1214; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.61 Reproduced,,,,2674; 2674.01; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.66 Reproduced,,,,2675; 2675.01; 2678; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.67 Reproduced,,,,2675; 2675.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.68 Reproduced,,,,2675.01; 2675.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.69 Reproduced,,,,2677; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.71 Reproduced,,,,2678; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.73 Reproduced,,,,2680; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.77 Reproduced,,,,2681; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.79 Reproduced,,,,2682; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.8 Reproduced,,,,1449.02; 2284; 2686.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.81 Reproduced,,,,2682; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.100 Reproduced,,,,2301.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.102 Reproduced,,,,2284; 2303; 2686.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.103 Reproduced,,,,2284; 2307; 2686.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.109 Reproduced,,,,2307.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.127 Reproduced,,,,2308; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.200 Reproduced,,,,2301.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.201 Reproduced,,,,2301.02; 2304.02(d); 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.202 Reproduced,,,,1449.02; 2304.02; 2304.02(a); 2304.02(b); 2304.02(c); 2304.02(d); 2304.03; 2305; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.203 Reproduced,,,,2301.03; 
"Rules, Patent Code of Federal Regulations",37 CFR:,41.206 Reproduced,,,,2304.05; 
"Rules, Patent Code of Federal Regulations",37 CFR:,42.2 Reproduced,,,,2310.02; 
"Rules, Patent Code of Federal Regulations",37 CFR:,42.3 Reproduced,,,,2313; 
"Rules, Patent Code of Federal Regulations",37 CFR:,90.1 Reproduced,,,,2683; 
"Rules, Patent Code of Federal Regulations",37 CFR:,102.4 Reproduced,,,,103; 
